N,P,K,temperature,humidity,ph,rainfall,label
94.42566469487105,39.05931410074975,35.720356767782064,30.722140195421336,80.01832834742528,5.764603368636587,193.02378743123705,rice
92.12435044912013,50.08229933597137,38.292415014377326,26.778102267163117,88.01237680966048,6.391066236597517,175.06318289100128,rice
82.30193679435823,37.91552276068292,41.33155416778377,27.4114781130293,80.4011025898123,6.501570404796095,199.5349744549641,rice
87.99099808316224,59.34893485214089,44.65962286970547,21.226478996492283,83.27858836984001,6.716172701780667,230.52382120769016,rice
85.92803039634703,53.669053430821364,42.60912052180717,21.67568815337845,92.19247474336015,5.6173304649447315,197.82706460205003,rice
105.05319488448069,56.661403626150424,42.094545999715855,31.56131915454181,87.57602457146253,6.276126476272687,166.12284996152093,rice
80.54779219817367,48.23551308778728,43.80845651242418,31.183761691064298,83.32589177151853,5.733294555000212,289.95609618291076,rice
115.43751693397472,55.777732989252755,44.04868964621235,24.744389106308702,86.22270396732746,6.67391862793247,183.6616895144983,rice
85.02108285661407,42.99704284634335,39.71637781320003,34.71712711468034,94.42743402187584,5.91784737228535,192.8284218391698,rice
99.89085628888046,36.525845830966496,37.26610458430028,22.207405177787013,83.62713899770023,6.492696598989679,260.0055931476682,rice
95.41392796170922,49.09052997861492,35.656181459442415,22.890093916832008,81.46492960016069,5.542353531704492,227.46304547752126,rice
86.363220391862,52.58371756054252,36.2947407530284,25.08032076317706,90.17782158977968,6.7531110307901665,188.8170063513371,rice
83.00408998839407,44.325602993373344,42.56837721145797,21.383806554623746,82.53757484616864,5.530743606076477,165.39556444189628,rice
107.06738046152812,51.66628202000504,36.89524224398729,24.957993208382096,93.37254591861462,6.469066516650928,205.30323231134332,rice
91.04743148136447,50.658668395834674,44.31532411494735,27.397141950298153,82.4471370039376,5.556017549663442,246.69671199719352,rice
119.03636317072065,58.864268311058986,39.23950218347105,32.6744454108317,88.09553627805744,6.916833660013192,166.33941153791852,rice
105.12900082239798,53.544895873594925,41.490653361739284,24.542078124384595,92.29264189211312,6.875004978654309,228.1387161574742,rice
106.00221041748092,52.66532001053079,38.46804202954152,25.650246569410093,80.11116964803645,6.16262709709908,238.98229362728824,rice
80.77344986074736,47.88867287767274,42.97472370351744,21.15312479421892,81.96974379622534,6.493013127413721,258.9288433366591,rice
93.13929592608321,54.657405497107995,34.949997633877395,20.30307924345619,83.43006566636677,5.741010904655371,255.57716109783485,rice
106.59654320143946,51.118694149098545,38.83062992266307,31.239699683639223,80.097206348843,5.684191354585948,222.447438793045,rice
97.30150671714573,45.734152185863884,36.114672001296064,25.625040109627754,94.02134608205,6.483991296911786,237.92723379813668,rice
116.66052116575398,51.72247584189756,39.92595316129815,25.79863680857559,94.17464207433254,5.982615410666357,276.1090594805119,rice
107.69174229410785,50.90457812546833,43.325466370866344,24.285692289616104,91.74745711004522,6.950004280762374,265.24137400701767,rice
94.40857149804037,53.64381291437992,36.03731194289593,32.48995540001353,84.6811316165243,5.5333359714418044,285.536256000601,rice
117.69593134057801,59.72133749335889,40.017068761056656,24.518653867648826,90.68728770695843,6.673385634026935,232.42051530231453,rice
97.50667380033663,38.32858193637827,36.73683749126607,21.652628220651852,81.04495038827369,6.736866543486084,257.0906884118834,rice
117.65125223006667,59.31791287391956,36.51506285011077,31.453496145414338,94.38033191669238,5.6607497386177,220.29453347012867,rice
82.88770014026395,49.96965067816102,43.898920498509376,32.944573231490125,83.38876391005122,7.0091172803061195,161.5431120980374,rice
100.95108905577524,50.51899485257737,42.2055643040841,28.753621485283553,89.7901435302636,5.912917295306617,201.64777624839,rice
102.38989121550277,55.52611372207637,42.21829323380353,26.421311406902245,93.95412169241423,6.710185572393005,298.38689692166486,rice
94.68696133095753,59.38567752430878,39.826293115435035,26.21142966865609,92.94309316467695,6.749676180153794,292.02731796346217,rice
113.82938377298824,37.42942364251863,43.856215214816295,30.129059447085375,88.85797706741059,6.501282504680581,228.16101660378288,rice
114.8628914401081,49.31096089263818,39.117872728378046,22.15913294414806,83.63337500687372,5.6699397513048435,217.0655770955412,rice
116.26641498933665,53.50589240446337,39.45620151157774,34.27587941057103,82.1987430846181,5.903294691042364,218.86416429606533,rice
93.35162407504312,50.773565704642415,36.25114539172893,21.810562393881874,85.4288458873196,6.886284467031448,175.52862067271082,rice
87.28381121570258,36.93805059730946,35.48931427638975,25.444894633329803,87.50028430658293,6.699958279998403,245.03641268823668,rice
109.62020575407855,39.33938556574067,39.2312028423484,29.211169154685585,90.11599904388535,5.572052846183474,283.29308980728337,rice
99.98096341076462,46.225050396495135,39.920919741060615,25.568808258190632,79.77043665019261,5.978158561344611,168.18254250541878,rice
107.61937482696513,54.29229390544091,40.3694174580218,28.758566314425835,82.70472363341534,5.953578497416658,234.30709641032487,rice
94.25771450172195,40.994352532668444,35.78876977478835,22.347621305867897,82.38421347526021,6.834244752953001,159.5323023275841,rice
119.63746577712183,37.99609918869288,43.612616842691885,32.18368088457877,89.76335814775626,6.934930393485025,193.61647620447997,rice
110.49743882604268,45.13488760359605,39.84679414837305,29.128628996692306,83.7598874343089,6.227065006096291,229.73986347773084,rice
85.17285700874133,36.283389922371,42.19515276955698,31.331083990100172,87.39453775141023,6.0266969855023005,177.27435384399465,rice
82.90387273436046,56.8357864664944,36.10046573990077,22.51367199483163,82.73572854544678,6.305296555695292,203.55436929984782,rice
113.1377860476938,45.64016620401344,36.898613787828474,31.056115508969416,93.50164530844049,6.093685048456122,243.7313198329882,rice
84.75851881839485,43.65710870366197,36.64740978480193,28.126649085167998,93.1646912338038,5.975659512866908,188.7831422846295,rice
115.27164271049344,44.19553119982248,36.276855494364916,23.535155960361156,90.10399321703953,6.50827830511208,202.13536334650613,rice
87.34920577384746,45.43906811826595,39.710323457344046,29.436170689859573,81.16273456658065,6.895554564147179,256.33603907958343,rice
103.6987246412359,45.69520845851223,44.305732850357614,27.01645968123573,86.24701689160585,5.603562387577153,150.11200284927742,rice
93.76609011216091,56.83602172332994,39.09852271694747,26.701421691642867,82.80636284022629,5.761599746424745,225.55960502103284,rice
94.41714901798309,49.006112671678395,44.86903782901861,22.15002985921417,94.87084594866437,6.23974119124219,262.6433571233491,rice
88.33880171408191,39.84471132838942,36.65046009832612,20.874919145965286,92.3272053849453,6.1079570932663545,208.93693076602398,rice
87.37897611888026,56.4697015419567,37.97132911190137,29.623804051461935,82.30749404903635,6.572173919759223,183.32580792446956,rice
89.29236475234153,39.39844397836474,41.35212031457935,23.62466125983645,90.95132998041242,6.100830404578439,249.55553716747943,rice
115.38475489973314,34.4901585017342,44.80906057790111,32.1375033029817,85.28723341798158,6.400569445157959,209.9987234833443,rice
101.20515252595388,58.43887155657447,43.12196928668397,31.99473301414607,87.45582233625504,5.900276673838079,169.6149637311663,rice
90.94270177190178,34.644970420698506,40.817711852812685,29.72439105325847,80.4284061361931,5.737739114006528,251.32599581719944,rice
86.93580039990287,44.98175983019428,40.015170509679955,29.067137478285453,82.91822902435631,6.017540293749083,258.4308527368385,rice
98.16522922900964,51.63943953754006,37.23892218418205,20.528503712352407,80.01179721077067,6.210758226280289,266.62395276200203,rice
84.3538528347149,47.219856768966906,41.10504780543903,32.246496629094665,91.4473477169038,6.403935650450526,202.8267366518666,rice
101.56291528562998,57.231995155766995,41.89716464696214,30.338774036914142,87.65784527154385,5.848183857422174,155.22574444211583,rice
108.12013055563214,59.169819941151296,45.00719960990191,32.66019940065516,84.08392713746662,5.690870995536265,160.50049537015423,rice
109.62963427576955,36.84019371829562,41.94238935023255,24.868064046398136,89.37946392543218,5.86370720393456,269.8645025791736,rice
120.52894989662923,44.706556945165985,40.258669958112925,34.792638234336444,90.68319104540116,6.571201472383454,185.5162113771567,rice
91.0871662078331,41.44086386084597,41.192774911107506,23.257236012661302,92.77398219192375,6.963292488545239,174.39119500026462,rice
120.23029650267088,48.627767054306574,37.04793129172348,22.736681492507884,91.44578258033806,6.950291647298711,282.19448347613735,rice
109.74275392465759,52.57232474611241,37.056129392855475,23.593001858842616,89.17021226835048,5.6299795555946455,170.0110385685769,rice
115.82167274615377,49.31323909218121,34.99559410663534,23.77057272636201,90.43084730630486,5.830109241433716,249.0080057201793,rice
103.26119976530894,56.27896155002234,40.091411568891566,24.029426326309828,90.02955468006502,6.783984945504171,276.26700626835196,rice
